Course ID,Level,Course Name,Credit Hours,Section Letters,CRNs,Days Met,Locations,Professors,Course Description,Full Text
NEUR 2699,Undergraduate,Undergraduate Research,2,ADU;BHA;BRO;BUC;COP;DUA;ETH;FLE;HE;HER;HOL;INA;KUB;LAP;LU;MIT;MOF;NIC;PER;RAG;RAH;SCH;STO;THO;WHE;WHR;WOO,87043;92013;87822;88191;87436;86515;86629;92231;92241;87987;87781;90392;89318;91831;88192;87989;92497;92131;94018;92076;87266;87020;90620;92516;88037;89374;89944,;;;;;;;;;;;;;;;;;;;;;;;;;;,TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA,;Mohammed Bhamla (P);Thackery Brown (P);Erin Buckley (P);Timothy Cope (P);;Christopher Ethier (P);Candace Fleischer (P);Qiliang He (P);;Mary Holder (P);Omer Inan (P);Julia Kubanek (P);Michelle LaPlaca (P);Hang Lu (P);Cassie Mitchell (P);Scott Moffat (P);T. Nichols (P);Marie-Claude Perreault (P);Christina Ragan (P);Dobromir Rahnev (P);Eric Schumacher (P);Alberto Stolfi (P);Rick Thomas (P);Lewis Wheaton (P);Mark Wheeler (P);Levi Wood (P),Independent research conducted under the guidance of a faculty member.,NEUR 2699 Undergraduate Research Independent research conducted under the guidance of a faculty member.
NEUR 3001,Undergraduate,Cell and Molecular Neuroscience,3,A,90210,TR,Instructional Center 109,Haley Steele (P),"An overview of principles and techniques in cell and molecular neuroscience: neuron excitability, synaptic transmission, learning and memory to basic mechanisms of neurological diseases.","NEUR 3001 Cell and Molecular Neuroscience An overview of principles and techniques in cell and molecular neuroscience: neuron excitability, synaptic transmission, learning and memory to basic mechanisms of neurological diseases."
NEUR 3003,Undergraduate,Neuroscience of Behavior,3,A,89121,MW,Kendeda 230,Mary Holder (P),This course examines the biological basis of psychology. Behavioral Neuroscience is an interdisciplinary science that aims to investigate the interaction between brain and behavior.,NEUR 3003 Neuroscience of Behavior This course examines the biological basis of psychology. Behavioral Neuroscience is an interdisciplinary science that aims to investigate the interaction between brain and behavior.
NEUR 3010,Undergraduate,Methods in Neuroscience,3,A,87529,MW,Manufacture Rel Discip Complex 2407,Qiliang He (P),The course is focused on understanding how information about brain and nervous system function can be determined from a wide range of experimental and data analysis techniques.,NEUR 3010 Methods in Neuroscience The course is focused on understanding how information about brain and nervous system function can be determined from a wide range of experimental and data analysis techniques.
NEUR 4001,Undergraduate,Neuroscience Research Project,4,A;A1;B;B1,88864;87623;93274;93275,MW;MW;TR;TR,Boggs 1-21;Boggs 1-21;Clough UG Learning Commons 341;Clough UG Learning Commons 341,Liang Han (P);Liang Han (P);Timothy Cope (P);Timothy Cope (P),"Focused on multidisciplinary perspectives in neuroscience, this course requires that students utilize and apply the skills and knowledge developed over the course of their major.","NEUR 4001 Neuroscience Research Project Focused on multidisciplinary perspectives in neuroscience, this course requires that students utilize and apply the skills and knowledge developed over the course of their major."
NEUR 4100,Undergraduate,Neurodevelopment,3,A,93276,MW,Kendeda 210,Alberto Stolfi (P),"An introduction to the principles of developmental biology of the nervous system, more specifically how neurons and born and connect to one another to form a nervous system.","NEUR 4100 Neurodevelopment An introduction to the principles of developmental biology of the nervous system, more specifically how neurons and born and connect to one another to form a nervous system."
NEUR 4698,Undergraduate,Undergraduate Research Assistantship,3,BOR;BOU;BRN;BRO;BUC;COP;DUA;FLE;JAN;JNG;KUB;LWH;MCG;MIT;RAG;RAH;ROZ;SMN;SPO;TBR;WHE,90809;94244;89762;87998;90835;91723;87429;92012;87999;89831;90811;90810;89336;88101;92075;90980;93918;89839;89633;90455;89737,;;;;;;;;;;;;;;;;;;;;,TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA,Michael Borich (P);Nicholas Boulis (P);Thackery Brown (P);Thackery Brown (P);Erin Buckley (P);Timothy Cope (P);;Candace Fleischer (P);Young Jang (P);Young Jang (P);Julia Kubanek (P);Lewis Wheaton (P);Patrick McGrath (P);Cassie Mitchell (P);Christina Ragan (P);Dobromir Rahnev (P);Agata Rozga (P);Jeffrey Streelman (P);Simon Sponberg (P);Thackery Brown (P);Mark Wheeler (P),Independent research conducted under the guidance of a faculty member.,NEUR 4698 Undergraduate Research Assistantship Independent research conducted under the guidance of a faculty member.
NEUR 4699,Undergraduate,Undergraduate Research,3,ACK;ADU;AWH;BCY;BHA;BOR;BOT;BRN;BUC;CAT;CHA;CHE;CHG;COP;DIX;DRA;DRT;DUA;ENG;ET2;ETH;FAN;FL;FLE;FLR;GRO;HAN;HE;HER;HJO;HLU;HOL;INA;JAN;JNG;KEI;KUB;KWO;LAM;LAP;LIU;LWH;LWT;MAH;MAR;MBH;MHO;MHR;MIT;MOF;MWH;NIC;NIE;PAI;PAN;PAR;PLA;PRI;RAG;SCH;SHI;SIN;SPG;STA;STO;STR;SUL;THO;TOR;WHE;WOO;WTN,88240;87263;90418;89851;92406;87997;90878;87265;87207;88075;88076;89380;89202;87468;90981;88000;87864;86516;94170;89978;86964;87184;87865;89245;90419;89212;89540;92521;87206;90768;89838;88193;92194;89618;89639;87994;90770;94246;89530;87866;87779;86963;87990;92209;93703;92407;88267;89317;87293;93919;87778;90750;88132;89866;87183;87182;89497;90755;91658;86965;86488;87340;90682;90812;87455;89804;88218;87995;90482;86962;90433;87993,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA,;;;Erin Buckley (P);Mohammed Bhamla (P);Michael Borich (P);Edward Botchwey (P);Thackery Brown (P);Erin Buckley (P);Richard Catrambone (P);Julie Champion (P);;Young-Hui Chang (P);Timothy Cope (P);James Dixon (P);Dobromir Rahnev (P);;;Randall Engle (P);;Christopher Ethier (P);Yuhong Fan (P);;Candace Fleischer (P);Keaton Fletcher (P);Robert Gross (P);Liang Han (P);Qiliang He (P);;Hanjoong Jo (P);Hang Lu (P);Mary Holder (P);Omer Inan (P);Young Jang (P);Young Jang (P);Shella Keilholz (P);Julia Kubanek (P);Gabriel Kwong (P);Wilbur Lam (P);Michelle LaPlaca (P);Robert Liu (P);Lewis Wheaton (P);Lewis Wheaton (P);Babak Mahmoudi (P);Jeffrey Markowitz (P);Manoj Bhasin (P);Mary Holder (P);Mary Holder (P);Cassie Mitchell (P);Scott Moffat (P);Mark Wheeler (P);T. Nichols (P);Shuyi Nie (P);Balakrishna Pai (P);Chethan Pandarinath (P);Machelle Pardue (P);Manu Platt (P);Boris Prilutsky (P);Christina Ragan (P);Eric Schumacher (P);Minoru Shinohara (P);Annabelle Singer (P);Simon Sponberg (P);Melinda Millard-Stafford (P);Alberto Stolfi (P);Jeffrey Streelman (P);Todd Sulchek (P);Rick Thomas (P);David Torello (P);Lewis Wheaton (P);Levi Wood (P);Lewis Wheaton (P),Independent research conducted under the guidance of a faculty member.,NEUR 4699 Undergraduate Research Independent research conducted under the guidance of a faculty member.
NEUR 4803,Undergraduate,Decoding Neural Information,3,A;B;C,93000;93001;92386,MW;MW;TR,J. S. Coon 248;Clough UG Learning Commons 423;Cherry Emerson 204,Thackery Brown (P);Qiliang He (P);Mary Holder (P),Topics of current interest not included in the regular course offerings.,NEUR 4803 Decoding Neural Information Topics of current interest not included in the regular course offerings.
NRE 2120,Undergraduate,Elements of Nuclear and Radiological Engineering,3,A,87054,TR,Bunger-Henry 380,Steven Biegalski (P),Introduction to nuclear and radiological engineering concepts and applications.,NRE 2120 Elements of Nuclear and Radiological Engineering Introduction to nuclear and radiological engineering concepts and applications.
NRE 2699,Undergraduate,Undergraduate Research,2,DE2;DEO;DS3;EA3,84955;84954;92481;85405,;;;,TBA;TBA;TBA;TBA,Chaitanya Deo (P);Chaitanya Deo (P);Shaheen Dewji (P);Anna Erickson (P),Independent research conducted under the guidance of a faculty member.,NRE 2699 Undergraduate Research Independent research conducted under the guidance of a faculty member.
NRE 3112,Undergraduate,Nuclear Radiation Detection,3,A;A01;A02,88868;86376;86402,MW;W;M,Boggs 328;Boggs 353;Boggs 353,Anna Erickson (P);Anna Erickson (P);Anna Erickson (P),An introduction to the principles and characteristics of basic detectors for nuclear radiation and the pulse processing electronics associated with them.,NRE 3112 Nuclear Radiation Detection An introduction to the principles and characteristics of basic detectors for nuclear radiation and the pulse processing electronics associated with them.
NRE 3208,Undergraduate,Nuclear Reactor Phys I,3,A,87681,TR,Mason 3132,Dan Kotlyar (P),Intermediate treatment of reactor physics and associated advanced mathematics topics.,NRE 3208 Nuclear Reactor Phys I Intermediate treatment of reactor physics and associated advanced mathematics topics.
NRE 4210,Undergraduate,Nuclear Reactor Theory,3,A,88525,TR,Boggs 347,Dan Kotlyar (P),"Students will learn physical nuclear reactor concepts, nuclear data and computational methodology required to understand the design process of nuclear fission reactors.","NRE 4210 Nuclear Reactor Theory Students will learn physical nuclear reactor concepts, nuclear data and computational methodology required to understand the design process of nuclear fission reactors."
NRE 4214,Undergraduate,Reactor Engineering,3,B,89462,TR,Boggs 328,,Nuclear heat generation; fuel elements&#39; thermal analysis; single and two-phase flow and heat transfer in reactor systems; core thermal design and treatment of uncertainties.,NRE 4214 Reactor Engineering Nuclear heat generation; fuel elements&#39; thermal analysis; single and two-phase flow and heat transfer in reactor systems; core thermal design and treatment of uncertainties.
NRE 4328,Undergraduate,Radiation Sources and Applications,3,A,91836,MW,Boggs 328,Paul Charp (P),Radiation Sources. Radioisotope production. Application of radiation and radioisotope technology in industry and medicine.,NRE 4328 Radiation Sources and Applications Radiation Sources. Radioisotope production. Application of radiation and radioisotope technology in industry and medicine.
NRE 4350,Undergraduate,Design Methods &amp; Tools,3,A,87692,TR,Boggs 328,Bojan Petrovic (P),Introduction to selected methods and nuclear engineering analytic tools (computer codes) with tutorials.,NRE 4350 Design Methods &amp; Tools Introduction to selected methods and nuclear engineering analytic tools (computer codes) with tutorials.
